path	first_code_line	exports_sample
services/diagnosticTracking.ts	import figures from 'figures'	Diagnostic, DiagnosticFile, DiagnosticTrackingService
services/extractMemories/extractMemories.ts	import { feature } from 'bun:bundle'	createAutoMemCanUseTool
services/extractMemories/prompts.ts	import { feature } from 'bun:bundle'	buildExtractAutoOnlyPrompt, buildExtractCombinedPrompt
services/internalLogging.ts	import { readFile } from 'fs/promises'	getContainerId, logPermissionContextForAnts
services/lsp/LSPClient.ts	import { type ChildProcess, spawn } from 'child_process'	LSPClient, createLSPClient
services/lsp/LSPDiagnosticRegistry.ts	import { randomUUID } from 'crypto'	PendingLSPDiagnostic, registerPendingLSPDiagnostic, checkForLSPDiagnostics
services/lsp/LSPServerInstance.ts	import * as path from 'path'	LSPServerInstance, createLSPServerInstance
services/lsp/LSPServerManager.ts	import * as path from 'path'	LSPServerManager, createLSPServerManager
services/lsp/config.ts	import type { PluginError } from '../../types/plugin.js'	getAllLspServers
services/lsp/manager.ts	import { logForDebugging } from '../../utils/debug.js'	_resetLspManagerForTesting, getLspServerManager, getInitializationStatus, isLspConnected, waitForInitialization, initializeLspServerManager, reinitializeLspServerManager
services/lsp/passiveFeedback.ts	import { fileURLToPath } from 'url'	formatDiagnosticsForAttachment, HandlerRegistrationResult, registerLSPNotificationHandlers
services/mcp/InProcessTransport.ts	import type { Transport } from '@modelcontextprotocol/sdk/shared/transport.js'	createLinkedTransportPair
services/mcp/MCPConnectionManager.tsx	import { c as _c } from "react/compiler-runtime";	useMcpReconnect, useMcpToggleEnabled, MCPConnectionManager
services/mcp/SdkControlTransport.ts		SendMcpMessageCallback, SdkControlClientTransport, SdkControlServerTransport
services/mcp/auth.ts	import {	normalizeOAuthErrorBody
services/mcp/channelAllowlist.ts	import { z } from 'zod/v4'	ChannelAllowlistEntry, getChannelAllowlist, isChannelsEnabled, isChannelAllowlisted
services/mcp/channelNotification.ts	import type { ServerCapabilities } from '@modelcontextprotocol/sdk/types.js'	ChannelMessageNotificationSchema, CHANNEL_PERMISSION_METHOD, ChannelPermissionNotificationSchema, CHANNEL_PERMISSION_REQUEST_METHOD, ChannelPermissionRequestParams, wrapChannelMessage, getEffectiveChannelAllowlist, ChannelGateResult (+2)
services/mcp/channelPermissions.ts		isChannelPermissionRelayEnabled, ChannelPermissionResponse, ChannelPermissionCallbacks, PERMISSION_REPLY_RE, shortRequestId, truncateForPreview, filterPermissionRelayClients, createChannelPermissionCallbacks
services/mcp/claudeai.ts	import axios from 'axios'	fetchClaudeAIMcpConfigsIfEligible, clearClaudeAIMcpConfigsCache, markClaudeAiMcpConnected, hasClaudeAiMcpEverConnected
services/mcp/client.ts	import { feature } from 'bun:bundle'	McpAuthError, McpToolCallError_I_VERIFIED_THIS_IS_NOT_CODE_OR_FILEPATHS, isMcpSessionExpiredError
services/mcp/config.ts	import { feature } from 'bun:bundle'	getEnterpriseMcpFilePath, unwrapCcrProxyUrl, getMcpServerSignature, dedupPluginMcpServers
services/mcp/elicitationHandler.ts	import type { Client } from '@modelcontextprotocol/sdk/client/index.js'	ElicitationWaitingState, ElicitationRequestEvent, registerElicitationHandler, runElicitationHooks
services/mcp/envExpansion.ts	export function expandEnvVarsInString(value: string): {	expandEnvVarsInString
services/mcp/headersHelper.ts	import { getIsNonInteractiveSession } from '../../bootstrap/state.js'	getMcpHeadersFromHelper, getMcpServerHeaders
services/mcp/mcpStringUtils.ts	import { normalizeNameForMCP } from './normalization.js'	mcpInfoFromString, getMcpPrefix, buildMcpToolName, getToolNameForPermissionCheck, getMcpDisplayName, extractMcpToolDisplayName
services/mcp/normalization.ts	const CLAUDEAI_SERVER_PREFIX = 'claude.ai '	normalizeNameForMCP
services/mcp/oauthPort.ts	import { createServer } from 'http'	buildRedirectUri, findAvailablePort
services/mcp/officialRegistry.ts	import axios from 'axios'	prefetchOfficialMcpUrls, isOfficialMcpUrl, resetOfficialMcpUrlsForTesting
services/mcp/types.ts	import type { Client } from '@modelcontextprotocol/sdk/client/index.js'	ConfigScopeSchema, ConfigScope, TransportSchema, Transport, McpStdioServerConfigSchema, McpSSEServerConfigSchema, McpSSEIDEServerConfigSchema, McpWebSocketIDEServerConfigSchema (+27)
services/mcp/useManageMCPConnections.ts	import { feature } from 'bun:bundle'	useManageMCPConnections
services/mcp/utils.ts	import { createHash } from 'crypto'	filterToolsByServer, commandBelongsToServer, filterCommandsByServer, filterMcpPromptsByServer, filterResourcesByServer, excludeToolsByServer, excludeCommandsByServer, excludeResourcesByServer (+4)
services/mcp/vscodeSdkMcp.ts	import { logForDebugging } from 'src/utils/debug.js'	LogEventNotificationSchema, notifyVscodeFileUpdated, setupVscodeSdkMcp
services/mcp/xaa.ts	import {	XaaTokenExchangeError, ProtectedResourceMetadata, discoverProtectedResource, AuthorizationServerMetadata, discoverAuthorizationServer, JwtAuthGrantResult
services/mcp/xaaIdpLogin.ts	import {	isXaaEnabled, XaaIdpSettings, getXaaIdpSettings, IdpLoginOptions, issuerKey, getCachedIdpIdToken, saveIdpIdTokenFromJwt, clearIdpIdToken (+4)
services/mcpServerApproval.tsx	import React from 'react';	handleMcpjsonServerApprovals
services/mockRateLimits.ts	import type { SubscriptionType } from '../services/oauth/types.js'	MockHeaderKey, MockScenario, setMockHeader
services/notifier.ts	import type { TerminalNotification } from '../ink/useTerminalNotification.js'	NotificationOptions, sendNotification
services/oauth/auth-code-listener.ts	import type { IncomingMessage, ServerResponse } from 'http'	AuthCodeListener
services/oauth/client.ts	import axios from 'axios'	shouldUseClaudeAIAuth, parseScopes, buildAuthUrl, exchangeCodeForTokens, refreshOAuthToken
services/oauth/crypto.ts	import { createHash, randomBytes } from 'crypto'	generateCodeVerifier, generateCodeChallenge, generateState
services/oauth/getOauthProfile.ts	import axios from 'axios'	getOauthProfileFromApiKey, getOauthProfileFromOauthToken
services/oauth/index.ts	import { logEvent } from 'src/services/analytics/index.js'	OAuthService
services/plugins/PluginInstallationManager.ts	import type { AppState } from '../../state/AppState.js'	performBackgroundPluginInstallations
services/plugins/pluginCliCommands.ts	import figures from 'figures'	VALID_INSTALLABLE_SCOPES, VALID_UPDATE_SCOPES, installPlugin, uninstallPlugin, enablePlugin, disablePlugin
services/plugins/pluginOperations.ts	import { dirname, join } from 'path'	VALID_INSTALLABLE_SCOPES, InstallableScope, VALID_UPDATE_SCOPES, assertInstallableScope, isInstallableScope, getProjectPathForScope, isPluginEnabledAtProjectScope, PluginOperationResult (+1)
services/policyLimits/index.ts	import axios from 'axios'	_resetPolicyLimitsForTesting, initializePolicyLimitsLoadingPromise, isPolicyLimitsEligible, waitForPolicyLimitsToLoad
services/policyLimits/types.ts	import { z } from 'zod/v4'	PolicyLimitsResponseSchema, PolicyLimitsResponse, PolicyLimitsFetchResult
services/preventSleep.ts	import { type ChildProcess, spawn } from 'child_process'	startPreventSleep, stopPreventSleep, forceStopPreventSleep
services/rateLimitMessages.ts	import {	RATE_LIMIT_ERROR_PREFIXES, isRateLimitErrorMessage, RateLimitMessage, getRateLimitMessage, getRateLimitErrorMessage, getRateLimitWarning
services/rateLimitMocking.ts	import { APIError } from '@anthropic-ai/sdk'	processRateLimitHeaders, shouldProcessRateLimits, checkMockRateLimitError, isMockRateLimitError, shouldProcessMockLimits
services/remoteManagedSettings/index.ts	import axios from 'axios'	initializeRemoteManagedSettingsLoadingPromise, computeChecksumFromSettings, isEligibleForRemoteManagedSettings, waitForRemoteManagedSettingsToLoad
services/remoteManagedSettings/securityCheck.tsx	import React from 'react';	SecurityCheckResult, checkManagedSettingsSecurity, handleSecurityCheckResult
services/remoteManagedSettings/syncCache.ts	import { CLAUDE_AI_INFERENCE_SCOPE } from '../../constants/oauth.js'	resetSyncCache, isRemoteManagedSettingsEligible
services/remoteManagedSettings/syncCacheState.ts	import { join } from 'path'	setSessionCache, resetSyncCache, setEligibility, getSettingsPath, getRemoteManagedSettingsSyncFromCache
services/remoteManagedSettings/types.ts	import { z } from 'zod/v4'	RemoteManagedSettingsResponseSchema, RemoteManagedSettingsResponse, RemoteManagedSettingsFetchResult
services/settingsSync/index.ts	import { feature } from 'bun:bundle'	uploadUserSettingsInBackground, _resetDownloadPromiseForTesting, downloadUserSettings, redownloadUserSettings
services/settingsSync/types.ts	import { z } from 'zod/v4'	UserSyncContentSchema, UserSyncDataSchema, UserSyncData, SettingsSyncFetchResult, SettingsSyncUploadResult, SYNC_KEYS
services/teamMemorySync/index.ts		SyncState, createSyncState, hashContent
services/teamMemorySync/secretScanner.ts	import { capitalize } from '../../utils/stringUtils.js'	SecretMatch, scanForSecrets
services/teamMemorySync/teamMemSecretGuard.ts	import { feature } from 'bun:bundle'	checkTeamMemSecrets
services/teamMemorySync/types.ts	import { z } from 'zod/v4'	TeamMemoryContentSchema, TeamMemoryDataSchema, TeamMemoryTooManyEntriesSchema, TeamMemoryData, SkippedSecretFile, TeamMemorySyncFetchResult, TeamMemoryHashesResult, TeamMemorySyncPushResult (+1)
services/teamMemorySync/watcher.ts	import { feature } from 'bun:bundle'	isPermanentFailure
services/tips/tipHistory.ts	import { getGlobalConfig, saveGlobalConfig } from '../../utils/config.js'	recordTipShown, getSessionsSinceLastShown
services/tips/tipRegistry.ts	import chalk from 'chalk'	
services/tips/tipScheduler.ts	import { getSettings_DEPRECATED } from '../../utils/settings/settings.js'	selectTipWithLongestTimeSinceShown, getTipToShowOnSpinner, recordShownTip
services/tokenEstimation.ts	import type { Anthropic } from '@anthropic-ai/sdk'	countTokensWithAPI, countMessagesTokensWithAPI, roughTokenCountEstimation, bytesPerTokenForFileType, roughTokenCountEstimationForFileType
services/toolUseSummary/toolUseSummaryGenerator.ts	import { E_TOOL_USE_SUMMARY_GENERATION_FAILED } from '../../constants/errorIds.js'	GenerateToolUseSummaryParams, generateToolUseSummary
services/tools/StreamingToolExecutor.ts	import type { ToolUseBlock } from '@anthropic-ai/sdk/resources/index.mjs'	StreamingToolExecutor
services/tools/toolExecution.ts	import { feature } from 'bun:bundle'	HOOK_TIMING_DISPLAY_THRESHOLD_MS, classifyToolError
services/tools/toolHooks.ts	import {	PostToolUseHooksResult
services/tools/toolOrchestration.ts	import type { ToolUseBlock } from '@anthropic-ai/sdk/resources/index.mjs'	MessageUpdate
services/vcr.ts	import type { BetaContentBlock } from '@anthropic-ai/sdk/resources/beta/messages/messages.mjs'	withVCR
services/voice.ts	import { type ChildProcess, spawn, spawnSync } from 'child_process'	_resetArecordProbeForTesting, _resetAlsaCardsForTesting, checkVoiceDependencies, RecordingAvailability, requestMicrophonePermission
services/voiceKeyterms.ts	import { basename } from 'path'	splitIdentifier, getVoiceKeyterms
services/voiceStreamSTT.ts	import type { ClientRequest, IncomingMessage } from 'http'	FINALIZE_TIMEOUTS_MS, VoiceStreamCallbacks, FinalizeSource, VoiceStreamConnection, isVoiceStreamAvailable, connectVoiceStream
setup.ts	import { feature } from 'bun:bundle'	setup
skills/bundled/batch.ts	import { AGENT_TOOL_NAME } from '../../tools/AgentTool/constants.js'	registerBatchSkill
skills/bundled/claudeApi.ts	import { readdir } from 'fs/promises'	registerClaudeApiSkill
skills/bundled/claudeApiContent.ts	import csharpClaudeApi from './claude-api/csharp/claude-api.md'	SKILL_MODEL_VARS, SKILL_PROMPT, SKILL_FILES
skills/bundled/claudeInChrome.ts	import { BROWSER_TOOLS } from '@ant/claude-for-chrome-mcp'	registerClaudeInChromeSkill
skills/bundled/debug.ts	import { open, stat } from 'fs/promises'	registerDebugSkill
skills/bundled/index.ts	import { feature } from 'bun:bundle'	initBundledSkills
skills/bundled/keybindings.ts	import { DEFAULT_BINDINGS } from '../../keybindings/defaultBindings.js'	
skills/bundled/loop.ts	import {	registerLoopSkill
skills/bundled/loremIpsum.ts	import { registerBundledSkill } from '../bundledSkills.js'	registerLoremIpsumSkill
skills/bundled/remember.ts	import { isAutoMemoryEnabled } from '../../memdir/paths.js'	registerRememberSkill
skills/bundled/scheduleRemoteAgents.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from '../../services/analytics/growthbook.js'	
skills/bundled/simplify.ts	import { AGENT_TOOL_NAME } from '../../tools/AgentTool/constants.js'	registerSimplifySkill
skills/bundled/skillify.ts	import { getSessionMemoryContent } from '../../services/SessionMemory/sessionMemoryUtils.js'	
skills/bundled/stuck.ts	import { registerBundledSkill } from '../bundledSkills.js'	registerStuckSkill
skills/bundled/updateConfig.ts	import { toJSONSchema } from 'zod/v4'	
skills/bundled/verify.ts	import { parseFrontmatter } from '../../utils/frontmatterParser.js'	registerVerifySkill
skills/bundled/verifyContent.ts	import cliMd from './verify/examples/cli.md'	SKILL_MD, SKILL_FILES
skills/bundledSkills.ts	import type { ContentBlockParam } from '@anthropic-ai/sdk/resources/index.mjs'	BundledSkillDefinition, registerBundledSkill, getBundledSkills, clearBundledSkills, getBundledSkillExtractDir
skills/loadSkillsDir.ts	import { realpath } from 'fs/promises'	LoadedFrom, getSkillsPath, estimateSkillFrontmatterTokens, parseSkillFrontmatterFields
skills/mcpSkillBuilders.ts	import type {	MCPSkillBuilders, registerMCPSkillBuilders, getMCPSkillBuilders
state/AppState.tsx	import { c as _c } from "react/compiler-runtime";	type, type, type, getDefaultAppState, IDLE_SPECULATION_STATE, type, type, AppStoreContext (+5)
state/AppStateStore.ts	import type { Notification } from 'src/context/notifications.js'	CompletionBoundary, SpeculationResult, SpeculationState, IDLE_SPECULATION_STATE, FooterItem, AppState
state/onChangeAppState.ts	import { setMainLoopModelOverride } from '../bootstrap/state.js'	externalMetadataToAppState, onChangeAppState
state/selectors.ts	import type { InProcessTeammateTaskState } from '../tasks/InProcessTeammateTask/types.js'	getViewedTeammateTask, ActiveAgentForInput, getActiveAgentForInput
state/store.ts	type Listener = () => void	Store, createStore
state/teammateViewHelpers.ts	import { logEvent } from '../services/analytics/index.js'	enterTeammateView, exitTeammateView, stopOrDismissAgent
tasks.ts	import { feature } from 'bun:bundle'	getAllTasks, getTaskByType
tasks/DreamTask/DreamTask.ts	import { rollbackConsolidationLock } from '../../services/autoDream/consolidationLock.js'	DreamTurn, DreamPhase, DreamTaskState, isDreamTask, registerDreamTask, addDreamTurn, completeDreamTask, failDreamTask (+1)
tasks/InProcessTeammateTask/InProcessTeammateTask.tsx	import { isTerminalTaskStatus, type SetAppState, type Task, type TaskStateBase } from '../../Task.js';	InProcessTeammateTask, requestTeammateShutdown, appendTeammateMessage, injectUserMessageToTeammate, findTeammateTaskByAgentId, getAllInProcessTeammateTasks, getRunningTeammatesSorted
tasks/InProcessTeammateTask/types.ts	import type { TaskStateBase } from '../../Task.js'	TeammateIdentity, InProcessTeammateTaskState, isInProcessTeammateTask, TEAMMATE_MESSAGES_UI_CAP, appendCappedMessage
tasks/LocalAgentTask/LocalAgentTask.tsx	import { getSdkAgentProgressSummariesEnabled } from '../../bootstrap/state.js';	ToolActivity, AgentProgress, ProgressTracker, createProgressTracker, getTokenCountFromTracker, ActivityDescriptionResolver, updateProgressFromMessage, getProgressUpdate (+6)
tasks/LocalMainSessionTask.ts	import type { UUID } from 'crypto'	LocalMainSessionTaskState, registerMainSessionTask, completeMainSessionTask
tasks/LocalShellTask/LocalShellTask.tsx	import { feature } from 'bun:bundle';	BACKGROUND_BASH_SUMMARY_PREFIX, looksLikePrompt, LocalShellTask, spawnShellTask
tasks/LocalShellTask/guards.ts	import type { TaskStateBase } from '../../Task.js'	BashTaskKind, LocalShellTaskState, isLocalShellTask
tasks/LocalShellTask/killShellTasks.ts	import type { AppState } from '../../state/AppState.js'	killTask, killShellTasksForAgent
tasks/RemoteAgentTask/RemoteAgentTask.tsx	import type { ToolUseBlock } from '@anthropic-ai/sdk/resources';	RemoteAgentTaskState, RemoteTaskType, AutofixPrRemoteTaskMetadata, RemoteTaskMetadata, RemoteTaskCompletionChecker, registerCompletionChecker, RemoteAgentPreconditionResult, checkRemoteAgentEligibility (+1)
tasks/pillLabel.ts	import { DIAMOND_FILLED, DIAMOND_OPEN } from '../constants/figures.js'	getPillLabel, pillNeedsCta
tasks/stopTask.ts	import type { AppState } from '../state/AppState.js'	StopTaskError, stopTask
tasks/types.ts	import type { DreamTaskState } from './DreamTask/DreamTask.js'	TaskState, BackgroundTaskState, isBackgroundTask
tools.ts	import { toolMatchesName, type Tool, type Tools } from './Tool.js'	REPL_ONLY_TOOLS
tools/AgentTool/AgentTool.tsx	import { feature } from 'bun:bundle';	
tools/AgentTool/UI.tsx	import { c as _c } from "react/compiler-runtime";	AgentPromptDisplay
tools/AgentTool/agentColorManager.ts	import { getAgentColorMap } from '../../bootstrap/state.js'	AgentColorName, AGENT_COLORS, AGENT_COLOR_TO_THEME_COLOR, getAgentColor, setAgentColor
tools/AgentTool/agentDisplay.ts	import { getDefaultSubagentModel } from '../../utils/model/agent.js'	AgentSourceGroup, AGENT_SOURCE_GROUPS, ResolvedAgent, resolveAgentOverrides, resolveAgentModelDisplay, getOverrideSourceLabel, compareAgentsByName
tools/AgentTool/agentMemory.ts	import { join, normalize, sep } from 'path'	AgentMemoryScope, getAgentMemoryDir, isAgentMemoryPath, getAgentMemoryEntrypoint, getMemoryScopeDisplay, loadAgentMemoryPrompt
tools/AgentTool/agentMemorySnapshot.ts	import { mkdir, readdir, readFile, unlink, writeFile } from 'fs/promises'	getSnapshotDirForAgent, checkAgentMemorySnapshot, initializeFromSnapshot, replaceFromSnapshot, markSnapshotSynced
tools/AgentTool/agentToolUtils.ts	import { feature } from 'bun:bundle'	ResolvedAgentTools, filterToolsForAgent, resolveAgentTools, agentToolResultSchema
tools/AgentTool/built-in/claudeCodeGuideAgent.ts	import { BASH_TOOL_NAME } from 'src/tools/BashTool/toolName.js'	CLAUDE_CODE_GUIDE_AGENT_TYPE, CLAUDE_CODE_GUIDE_AGENT
tools/AgentTool/built-in/exploreAgent.ts	import { BASH_TOOL_NAME } from 'src/tools/BashTool/toolName.js'	EXPLORE_AGENT_MIN_QUERIES, EXPLORE_AGENT
tools/AgentTool/built-in/generalPurposeAgent.ts	import type { BuiltInAgentDefinition } from '../loadAgentsDir.js'	GENERAL_PURPOSE_AGENT
tools/AgentTool/built-in/planAgent.ts	import { BASH_TOOL_NAME } from 'src/tools/BashTool/toolName.js'	PLAN_AGENT
tools/AgentTool/built-in/statuslineSetup.ts	import type { BuiltInAgentDefinition } from '../loadAgentsDir.js'	STATUSLINE_SETUP_AGENT
tools/AgentTool/built-in/verificationAgent.ts	import { BASH_TOOL_NAME } from 'src/tools/BashTool/toolName.js'	
tools/AgentTool/builtInAgents.ts	import { feature } from 'bun:bundle'	areExplorePlanAgentsEnabled, getBuiltInAgents
tools/AgentTool/constants.ts	export const AGENT_TOOL_NAME = 'Agent'	AGENT_TOOL_NAME, LEGACY_AGENT_TOOL_NAME, VERIFICATION_AGENT_TYPE, ONE_SHOT_BUILTIN_AGENT_TYPES
tools/AgentTool/forkSubagent.ts	import { feature } from 'bun:bundle'	isForkSubagentEnabled, FORK_SUBAGENT_TYPE, FORK_AGENT, isInForkChild, buildForkedMessages, buildChildMessage
tools/AgentTool/loadAgentsDir.ts	import { feature } from 'bun:bundle'	AgentMcpServerSpec, BaseAgentDefinition, BuiltInAgentDefinition, CustomAgentDefinition, PluginAgentDefinition, AgentDefinition, isBuiltInAgent, isCustomAgent (+3)
tools/AgentTool/prompt.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from '../../services/analytics/growthbook.js'	formatAgentLine, shouldInjectAgentListInMessages, getPrompt
tools/AgentTool/resumeAgent.ts	import { promises as fsp } from 'fs'	ResumeAgentResult, resumeAgentBackground
tools/AgentTool/runAgent.ts	import { feature } from 'bun:bundle'	
tools/AskUserQuestionTool/AskUserQuestionTool.tsx	import { c as _c } from "react/compiler-runtime";	_sdkInputSchema, _sdkOutputSchema, Question, QuestionOption, Output, AskUserQuestionTool
tools/AskUserQuestionTool/prompt.ts	import { EXIT_PLAN_MODE_TOOL_NAME } from '../ExitPlanModeTool/constants.js'	ASK_USER_QUESTION_TOOL_NAME, ASK_USER_QUESTION_TOOL_CHIP_WIDTH, DESCRIPTION, PREVIEW_FEATURE_PROMPT, ASK_USER_QUESTION_TOOL_PROMPT
tools/BashTool/BashTool.tsx	import { feature } from 'bun:bundle';	isSearchOrReadBashCommand
tools/BashTool/BashToolResultMessage.tsx	import { c as _c } from "react/compiler-runtime";	BashToolResultMessage
tools/BashTool/UI.tsx	import { c as _c } from "react/compiler-runtime";	BackgroundHint, renderToolUseMessage, renderToolUseProgressMessage, renderToolUseQueuedMessage, renderToolResultMessage, renderToolUseErrorMessage
tools/BashTool/bashCommandHelpers.ts	import type { z } from 'zod/v4'	CommandIdentityCheckers, checkCommandOperatorPermissions
tools/BashTool/bashPermissions.ts	import { feature } from 'bun:bundle'	MAX_SUBCOMMANDS_FOR_SECURITY_CHECK, MAX_SUGGESTED_RULES_FOR_COMPOUND, getSimpleCommandPrefix
tools/BashTool/bashSecurity.ts	import { logEvent } from 'src/services/analytics/index.js'	
tools/BashTool/commandSemantics.ts	import { splitCommand_DEPRECATED } from '../../utils/bash/commands.js'	CommandSemantic, interpretCommandResult
tools/BashTool/commentLabel.ts	export function extractBashCommentLabel(command: string): string | undefined {	extractBashCommentLabel
tools/BashTool/destructiveCommandWarning.ts	type DestructivePattern = {	getDestructiveCommandWarning
tools/BashTool/modeValidation.ts	import type { z } from 'zod/v4'	checkPermissionMode, getAutoAllowedCommands
tools/BashTool/pathValidation.ts	import { homedir } from 'os'	PathCommand, PATH_EXTRACTORS
tools/BashTool/prompt.ts	import { feature } from 'bun:bundle'	getDefaultTimeoutMs, getMaxTimeoutMs
tools/BashTool/readOnlyValidation.ts	import type { z } from 'zod/v4'	
tools/BashTool/sedEditParser.ts	import { randomBytes } from 'crypto'	SedEditInfo, isSedInPlaceEdit, parseSedEditCommand, applySedSubstitution
tools/BashTool/sedValidation.ts	import type { ToolPermissionContext } from '../../Tool.js'	isLinePrintingCommand, isPrintCommand, sedCommandIsAllowedByAllowlist
tools/BashTool/shouldUseSandbox.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from 'src/services/analytics/growthbook.js'	shouldUseSandbox
tools/BashTool/toolName.ts	export const BASH_TOOL_NAME = 'Bash'	BASH_TOOL_NAME
tools/BashTool/utils.ts	import type {	stripEmptyLines, isImageOutput, parseDataUri, buildImageToolResult, resizeShellImageOutput, formatOutput, stdErrAppendShellResetMessage, resetCwdIfOutsideProject (+1)
tools/BriefTool/BriefTool.ts	import { feature } from 'bun:bundle'	Output, isBriefEntitled, isBriefEnabled, BriefTool
tools/BriefTool/UI.tsx	import { c as _c } from "react/compiler-runtime";	renderToolUseMessage, renderToolResultMessage, AttachmentList
tools/BriefTool/attachments.ts	import { feature } from 'bun:bundle'	ResolvedAttachment, validateAttachmentPaths, resolveAttachments
tools/BriefTool/prompt.ts	export const BRIEF_TOOL_NAME = 'SendUserMessage'	BRIEF_TOOL_NAME, LEGACY_BRIEF_TOOL_NAME, DESCRIPTION, BRIEF_TOOL_PROMPT, BRIEF_PROACTIVE_SECTION
tools/BriefTool/upload.ts	import { feature } from 'bun:bundle'	BriefUploadContext, uploadBriefAttachment
tools/ConfigTool/ConfigTool.ts	import { feature } from 'bun:bundle'	Input, Output, ConfigTool
tools/ConfigTool/UI.tsx	import React from 'react';	renderToolUseMessage, renderToolResultMessage, renderToolUseRejectedMessage
tools/ConfigTool/constants.ts	export const CONFIG_TOOL_NAME = 'Config'	CONFIG_TOOL_NAME
tools/ConfigTool/prompt.ts	import { feature } from 'bun:bundle'	DESCRIPTION, generatePrompt
tools/ConfigTool/supportedSettings.ts	import { feature } from 'bun:bundle'	SUPPORTED_SETTINGS, isSupported, getConfig, getAllKeys, getOptionsForSetting, getPath
tools/EnterPlanModeTool/EnterPlanModeTool.ts	import { feature } from 'bun:bundle'	Output, EnterPlanModeTool
tools/EnterPlanModeTool/UI.tsx	import * as React from 'react';	renderToolUseMessage, renderToolResultMessage, renderToolUseRejectedMessage
tools/EnterPlanModeTool/constants.ts	export const ENTER_PLAN_MODE_TOOL_NAME = 'EnterPlanMode'	ENTER_PLAN_MODE_TOOL_NAME
tools/EnterPlanModeTool/prompt.ts	import { isPlanModeInterviewPhaseEnabled } from '../../utils/planModeV2.js'	getEnterPlanModeToolPrompt
tools/EnterWorktreeTool/EnterWorktreeTool.ts	import { z } from 'zod/v4'	Output, EnterWorktreeTool
tools/EnterWorktreeTool/UI.tsx	import * as React from 'react';	renderToolUseMessage, renderToolResultMessage
tools/EnterWorktreeTool/constants.ts	export const ENTER_WORKTREE_TOOL_NAME = 'EnterWorktree'	ENTER_WORKTREE_TOOL_NAME
tools/EnterWorktreeTool/prompt.ts	export function getEnterWorktreeToolPrompt(): string {	getEnterWorktreeToolPrompt
tools/ExitPlanModeTool/ExitPlanModeV2Tool.ts	import { feature } from 'bun:bundle'	AllowedPrompt, _sdkInputSchema, outputSchema, Output, ExitPlanModeV2Tool
tools/ExitPlanModeTool/UI.tsx	import * as React from 'react';	renderToolUseMessage, renderToolResultMessage, renderToolUseRejectedMessage
tools/ExitPlanModeTool/constants.ts	export const EXIT_PLAN_MODE_TOOL_NAME = 'ExitPlanMode'	EXIT_PLAN_MODE_TOOL_NAME, EXIT_PLAN_MODE_V2_TOOL_NAME
tools/ExitPlanModeTool/prompt.ts	const ASK_USER_QUESTION_TOOL_NAME = 'AskUserQuestion'	EXIT_PLAN_MODE_V2_TOOL_PROMPT
tools/ExitWorktreeTool/ExitWorktreeTool.ts	import { z } from 'zod/v4'	Output, ExitWorktreeTool
tools/ExitWorktreeTool/UI.tsx	import * as React from 'react';	renderToolUseMessage, renderToolResultMessage
tools/ExitWorktreeTool/constants.ts	export const EXIT_WORKTREE_TOOL_NAME = 'ExitWorktree'	EXIT_WORKTREE_TOOL_NAME
tools/ExitWorktreeTool/prompt.ts	export function getExitWorktreeToolPrompt(): string {	getExitWorktreeToolPrompt
tools/FileEditTool/FileEditTool.ts	import { dirname, isAbsolute, sep } from 'path'	FileEditTool
tools/FileEditTool/UI.tsx	import { c as _c } from "react/compiler-runtime";	userFacingName, getToolUseSummary, renderToolUseMessage, renderToolResultMessage, renderToolUseRejectedMessage, renderToolUseErrorMessage
tools/FileEditTool/constants.ts	export const FILE_EDIT_TOOL_NAME = 'Edit'	FILE_EDIT_TOOL_NAME, CLAUDE_FOLDER_PERMISSION_PATTERN, GLOBAL_CLAUDE_FOLDER_PERMISSION_PATTERN, FILE_UNEXPECTEDLY_MODIFIED_ERROR
tools/FileEditTool/prompt.ts	import { isCompactLinePrefixEnabled } from '../../utils/file.js'	getEditToolDescription
tools/FileEditTool/types.ts	import { z } from 'zod/v4'	FileEditInput, EditInput, FileEdit, hunkSchema, gitDiffSchema, FileEditOutput, inputSchema, outputSchema
tools/FileEditTool/utils.ts	import { type StructuredPatchHunk, structuredPatch } from 'diff'	LEFT_SINGLE_CURLY_QUOTE, RIGHT_SINGLE_CURLY_QUOTE, LEFT_DOUBLE_CURLY_QUOTE, RIGHT_DOUBLE_CURLY_QUOTE, normalizeQuotes, stripTrailingWhitespace, findActualString, preserveQuoteStyle (+3)
tools/FileReadTool/FileReadTool.ts	import type { Base64ImageSource } from '@anthropic-ai/sdk/resources/index.mjs'	registerFileReadListener, MaxFileReadTokenExceededError
tools/FileReadTool/UI.tsx	import type { ToolResultBlockParam } from '@anthropic-ai/sdk/resources/index.mjs';	renderToolUseMessage, renderToolUseTag, renderToolResultMessage, renderToolUseErrorMessage, userFacingName, getToolUseSummary
tools/FileReadTool/imageProcessor.ts	import type { Buffer } from 'buffer'	SharpInstance, SharpFunction, getImageProcessor, getImageCreator
tools/FileReadTool/limits.ts	import memoize from 'lodash-es/memoize.js'	DEFAULT_MAX_OUTPUT_TOKENS, FileReadingLimits, getDefaultFileReadingLimits
